#,description
ZNB02815/00000/00/DUN/INF/25/T,EMBANKMENT SLOPE REPAIR ON MAIN ROAD P549 AT KM 17+000 WITHIN UMVOTI LOCAL MUNICIPALITY UNDER THE LADYSMITH REGIONAL OFFICE ( GRADE 5CE OR HIGHER)
ZNB02590/00000/00/PMC/GEN/24/T,"Supply & delivery of furniture for Area office Umshwati, Mpumalanga & Cost Centre PMB."
CPSC/B/PC/013/2025,"OUTSOURCING OF SERVICE PROVIDER FOR SUPPLY, DELIVERY AND MAINTENANCE OF 24 MONTHS FOR INDUSTRIAL X-RAY UNIT AT 1 AIR SERVICING UNIT. DOD PROC PLAN 25-26/SAAF/2600"
RFQ201812,RFQ 201812: APPOINTMENT OF A SERVICE PROVIDER TO CONDUCT INVESTIGATIONS
RFX 60000003031,Repair of the Elevation Worm Drive – 11m C-Band Scientific Atlanta
RFP/2021/001263,APPOINTMENT OF A QUALIFICATION DEVELOPMENT FACILITATOR (1) PSETA OCCUPATIONAL QUALIFICATIONS
MN 10-2025,TENDER MN 10/2025 TERMS OF REFERENCE (TORs) FOR THE APPOINTMENT OF A PROFESSIONAL SERVICE PROVIDER TO REVIEW THE DISASTER MANAGEMENT PLAN FOR THE KWADUKUZA LOCAL MUNICIPALITY IN LINE WITH DISASTER MANAGEMENT ACT OF 57 OF 2002 AND OTHER RELEVANT POLICY FRAMEWORKS Tender documents will be available from 10h00 on 19th of September 2025. The cut-off time for selling of tender documents is 15h00 on 08th of October 2025.
BID 07/25,MAINTENANCE AND SERVICING OF THE STANDBY GENERATOR FOR A PERIOD OF THREE YEARS (36 MONTHS)
E1882DXEC,SUPPLY AND DELIVERY OF VARIOUS MASTER PADLOCKS FOR A PERIOD OF THREE (3) YEARS BASED ON AN AS AND WHEN REQUIRED BASIS.
HM/16/09/2026//01,"Appointment of a Service Provider to Review and Finalise Narrative Content, Design, Manufacture, and Install Tourism Signage along the Wild Coast Hiking Trail"
TPT/2025/09/0006/105878/RFP,FOR THE SUPPLY OF RAILWAY MATERIAL ON AN AS AND WHEN REQUIRED BASIS FOR A PERIOD OF THIRTY-SIX (36) MONTH AGREEMENT FOR TRANSNET SOC LTD (REG. N0 1990/000900/30) OPERATING AS TRANSNET PORT TERMINALS RICHARDS BAY (HEREINAFTER REFERRED TO AS “TPT RCB”)
GMT001/25-26,GMT001/25-26-REQUEST FOR PROPOSAL (RFP) TO PROVIDE RENEWABLE ENERGY (IPP & TRADERS OR SIMILAR) BETWEEN (5 MVA AND 12 MVA) TO GEORGE MUNICIPALITY FOR A THREE-YEAR PERIOD.
ZNQ 187/2025-F,"Appointment of service provider for loan book valuation, credit risk, impairment, collateral and legal enforceability assessment"
C07/2025,C07/2025 - Supply and Delivery of Optimum AutoFeed 750X Automatic Cross Cut P4 Paper Shredder
OLT2128066,DISPOSAL - ESTABLISHMENT OF AN ENABLING AGREEMENT FOR THE DISPOSAL OF SCRAP CONTAMINATED BULK 150 FUEL OIL AND OTHER CONTAMINATED OIL FROM MACHINERY ON AN AS AND WHEN REQUIRED BASIS FOR A CONTRACT PERIOD OF 3 YEARS (01 OCTOBER 2025 TO 30 SEPTEMBER 2028) FROM ARNOT PS
CARTRIDGES SU7 (RH),"REQUEST FOR THE SUPPLY OF CONSUMABLES, WHEELS BLOEMFONTEIN, ONCE OFF PERIOD"
ICT01,REQUEST FOR INFORMATION (RFI) FOR SQL SERVER AUDITING AND DATABASE ACTIVITY MONITORING SERVICE
004/MKLM/2025/2026,Annual Mauane arts festival event management services for a period of thirty-six (36) months
E1670GXMPCAMN,Publication of Names of Bidders in Respect of Advertised Competitive Bids Camden Power Station: SUPPLY AND DELIVERY OF CONSUMABLE MATERIALS TO CAMDEN POWER STATION FOR A PERIOD OF 60 MONTHS.
ADAE 10/2025,"Appointment of panel of service providers for the supply, delivery , offloading , installation / commissioning and maintenance of (i) Agro-processing Equipment (ii) Agricultural Machinery and Implements (iii) Agricultural Inputs (crop & livestock) within the province of KwaZulu-Natal for a period of 36 months."
26/24/25 RE-AD,APPOINTMENT OF A SERVICE PROVIDER TO DEVIATE AN OVERHEAD MV LINE TO A 3-PHASE UNDERGROUND CABLE AND CONNECT TO MUNICIPAL MINISUBSTATION.
03/25/26,SUPPLY AND INSTALLATION OF CLEARVEIW FENCE WITH GATES AT SUNDUMBILI COMMUNITY PARK IN WARD 14.
RFQ-003 2025 009,Request for a Service provider to provide renovation at the Johannesburg building for a period of 1 Week starting from 22 – 27 September 2025 (Once-off)
04/25/26,APPOINTMENT OF A SERVICE PROVIDER TO SUPPLY AND DELIVER PROTECTION SETTINGS ON 4 X RING MAIM UNITS (MRU).
05/25/26,"SUITABLY QUALIFIED AND EXPERIENCED SERVICE PROVIDER TO MANUFACTURE, SUPPLY, AND DELIVER A NEW FIRE ENGINE TRUCK."
DBN177/2025,SUPPLY AND DELIVERY OF GARDENING TOOLS TO DURBAN MANAGEMENT AREA
06/25/26,"MANUFACTURE, SUPPLY, AND DELIVER 15 X 6 CUBIC METERS STEEL REFUSE SKIPS TO MANDENI MUNICIPALITY."
07/25/26,SUPPLY AND DELIVER OF 370 X 240L WHILLIE BINS.
SGI012508RFQ00000022,Delivery of slurry pump to ARC Bethlehem Branch.
08/25/26,ESTABLISHMENT OF A PANEL OF IT SERVICE PROVIDERS FOR PROVISION OF IT GOODS AND SERVICES FOR A PERIOD OF 36 MONTHS.
HSRC/05/2025/26,Appointment of a service provider(s) to collect data for the 2025 annual round of the South African Social Attitudes Survey (SASAS) – with the possibility of an extension for 2 additional survey rounds (conditional on performance and funding )
iLABS/RFQ 2025/26:135,Supply and Delivery X-Ray photoelectron spectroscopy filaments at iThemba LABS Cape Town
08/2/23/22,SUPPLY AND DELIVERY OF OPEN ROLL ON – ROLL OFF (RORO) BIN / HOOK LIFT BINS AND 9M³ SKIPS
08/2/23/35,SUPPLY AND DELIVERY OF PROCESS AERATORS / MIXERS FOR WITZENBERG MUNICIPALITY
COJ0024-25/26,"SUPPLY, DELIVERY AND OFFLOADING OF ADAPTER DOLLIES"
COJ0025-25/26,"SUPPLY, DELIVERY AND OFFLOADING OF CARDBOARD IDPA TARGETS ON AN AS-AND-WHEN REQUIRED BASIS"
RFQ202526/53,SUPLLY AND FITTING OF NEW BLINDS AND SUNBLOCKERS FOR TRADE & INVESTMENT KWAZULU-NATAL.
KRLM/TEC/BID:01/2025-26,APPOINTMENT OF A PANEL OF 05 ACCREDITED SERVICE PROVIDERS FOR WATER LABORATORY (SAMPLING OF WATER AND WASTE WATER) FOR THE DURATION OF THIRTY-SIX (36) MONTHS
RFQJW00133SM2025,Supply and delivery Peripheral Devices - ESM
OVI01REQ002776,Equivac EHV-1/4 ((Zoetis)
CTIA8043/2025/RFP,REQUEST FOR BIDS FOR THE PROVISION OF ¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬¬REPAIRS AND MAINTENANCE OF LIFTS & ESCALATORS AND REFURBISHMENT PROJECTS FOR A PERIOD NOT EXCEEDING 5 YEAR (60 MONTHS) AT AIRPORTS COMPANY SOUTH AFRICA CAPE TOWN INTERNATIONAL AIRPORT
E1844GXMPHENR,"Re- Issue for the Supply and Delivery of Ash plant piping spares on an ""as and when required"" at Hendrina Power Station for a period of 5 years"
001/2025/26,PANEL OF FOUR (04) SERVICE PROVIDERS TO SUPPLY AND DELIVER AGGREGATE MATERIAL FOR A PERIOD OF TWO (02) YEARS.
004/2025/26,PANEL OF THREE (3) SERVICE PROVIDERS TO SUPPLY AND DELIVER OF BITUMEN MATERIAL FOR A PERIOD OF TWO (02) YEARS.
RFQ 2025.215,Prospective service providers are hereby requested to quote on CCTV CAMERAS for KWAZINI CLC as per the attached advert.
SCM 005/2025/26,PANEL OF THREE (3) SERVICE PROVIDERS TO SUPPLY AND DELIVER CONCRETE PRODUCT FOR A PERIOD OF TWO YEARS.
043/2024/25,PANEL OF TWO (02) SERVICE PROVIDERS TO SUPPLY AND DELIVER SHEARING SHED EQUIPMENT FOR A PERIOD OF THREE (03) YEARS (ONE ADDITIONAL) (RE-ADVERT).
ZNQ01997/00000/00/PMC/GEN/25/T,Supply and deliver Road Signs for Cost Centre PMB
034/2024/25,"PANEL OF FIVE (5) SERVICE PROVIDERS FOR CO-SOURCING OF THE INTERNAL AUDIT SERVICES, FOR A PERIOD OF THREE (03) YEARS, AS AND WHEN NEEDED (FOUR ADDITIONAL) (RE-ADVERT)."
RFQ201817,RFQ 201817: Appointment of a service provider for supply and delivery of Paraffin Stoves.
SASSA:08-25-ICT- HO,"The South African Social Security Agency hereby invites proposals from potential service providers to Supply, Install,Deliver,Configure, Support And Maintain Hi-Tech Self-Service Kiosks as and when required to SASSA in 9 Provinces for a period of 3 years."
Q29-2025-26,"ADVERTISEMENT: QUOTATION FOR THE SUPPLY, DELIVERY AND OFFLOADING OF FERRULE BI-METAL 300 MM2 AL-240 MM2 TO CITY OF TSHWANE STORES"
E1872NTCSAMWP,Repair and Calibration of various machine for Lines and Servitude for a period of 24 months.
1675,"THE APPOINTMENT OF AN ACCREDITED SERVICE PROVIDER FOR THE PROVISION OF CATERING SERVICES FOR 450 PAX FOR THE RTF WORKSHOP TO HELD ON THE 02 DECEMBER 2025 IN EMALAHLENI, MPUMALANGA."
1674,"THE APPOINTMENT OF AN ACCREDITED SERVICE PROVIDER FOR THE PROVISION OF CATERING SERVICES FOR 450 PAX FOR THE RTF WORKSHOP TO HELD ON THE 30 SEPTEMBER AND 03 DECEMBER 2025 IN EMALAHLENI, MPUMALANGA."
RFQ202526/55,PROCUREMENT OF PROTOCOL ITEMS FOR THE KWAZULU-NATAL INVESTMENT CONFERENCE 2025.
TE25-SRX-9AC-15846,"FOR THE SUPPLY, INSTALLATION, TESTING & COMMISSIONING, AND 3-YEAR MAINTENANCE CONTRACT OF DENTAL EQUIPMENT TO TRANSNET ENGINEERING FOR THE PHELOPHEPA HEALTHCARE TRAINS ON AN “AS AND WHEN REQUIRED” BASIS"
T37-2025,PROVISION OF CONTROL AND ERADICATION OF ALIEN AND INVASIVE VEGETATION SERVICES FOR THE PERIOD ENDING 31 MARCH 2028.
RFP/SPT/2025/0249414/20,"PANEL OF SERVICE PROVIDERS FOR THE PROCUREMENT OF SERVICES TO COLLECT AND ON-PASS FEEDS FROM INTERNATIONAL GATEWAYS, INTERNATIONAL SATELLITES AND HOST BROADCASTERS ON AN AS AND WHEN REQUIRED BASIS FOR A PERIOD OF THREE YEARS"
RFQ/LOG/2025/10249640/33,APPOINTMENT OF A SUITABLE SERVICE PROVIDER TO OPERATE CANTEEN AND CATERING SERVICES FOR SABC NW FOR A PERIOD OF 3 YEARS
TE25-SRX-8GU-16226,FOR THE SUPPLY AND DELIVERY OF NEW VARIOUS AIRCON FOR PHELOPHEPA FOR ONCE OFF
E1859GXMPTUT,SUPPLY AND DELIVERY OF LED LIGHT FIXTURES AT TUTUKA POWER STATION – ONCE OFF
IEC/SS-02/2025,Multidisciplinary Technical Team
WTE137CE.,Supply and Delivery of Local Content Reinforcement Material to Grootdraai Dam Refurbishment Project near Standerton in the Mpumalanga Province.
RFP118/2025,PROFESSIONAL SERVICE PROVIDER (PSP) TO SUPPORT LAINSBURG LOCAL MUNICIPALITY (LLM) WITH THE DEVELOPMENT AND IMPLEMENTATION OF A REVENUE ENHANCEMENT PROGRAMM
RFP117/2025,PROFESSIONAL SERVICE PROVIDER (PSP) TO SUPPORT LAINSBURG LOCAL MUNICIPALITY (LLM) WITH THE DEVELOPMENT AND IMPLEMENTATION OF A REVENUE ENHANCEMENT PROGRAMME.
RFP119/2025,PROFESSIONAL SERVICE PROVIDER (PSP) TO SUPPORT VICTOR KHANYE LOCAL MUNICIPALITY (VKLM) WITH THE DEVELOPMENT AND IMPLEMENTATION OF A REVENUE ENHANCEMENT PROGRAMME.
RFP125/2025,SOURCING OF A SERVICE PROVIDER FOR RISK EXPOSURE LIMIT SETTING MODELS FOR DBSA
UMZ/2025-26/CS/ICT/002,IT ACCESS FREE WI-FI HOTSPOT COVERING 100 METER RADIUS
SK8/3/1-09/2025/2026,APPOINTMENT OF SERVICE PROVIDER FOR SUPPLY AND DELIVERY OF LAPTOPS AND PRINTER (ONCE-OFF).
09/25/26,ESTABLISHMENT OF A PANEL OF SERVICE PROVIDERS TO LEASE PLANT AND EQUIPMENT FOR THE PERIOD OF 3 YEARS TO MANDENI MUNICIPALITY AND WHEN REQUIRED.
SCMU1-25/26- 0003,"APPOINTMENT OF A SERVICE PROVIDER TO PLACE ADVERTISEMENTS OF TENDERS, VACANCIES, NOTICES AND OTHER ARTICLES FOR THE OFFICE OF THE PREMIER FOR THE PERIOD OF THIRTY-SIX (36) MONTHS."
USAASA/TMC/01/2025/26,Appointment of a Service Provider to Provide Travel Management Services to the Universal Service and Access Agency of South Africa (USAASA) for a period of 36 Months.
iLABS/RFQ 2025/26:136,"Supply, delivery and installation of a UPS inverter and ancillary equipment"
E1853DXNC,- Provision of Engineering surveying services on as an and when basis required for a period of 3 years
WTE-2506ES,SERVICE AND REPAIRS OF FLOW METERS IN THE OPERATIONS EASTERN (DURATION: 2 MONTHS)
ECR/RAIL/F/02/09/2025,"APPOINTMENT OF SERVICE PROVIDER FOR PROVISION OF TWO (2) GENERAL ELECTRICAL CONTRACTORS ON AN AS AND WHEN BASIS FOR A PERIOD OF THIRTY-SIX MONTHS FOR EAST LONDON CORRIDOR, GQEBERHA CORRIDOR AND MLPS CORRIDOR IN THE EASTERN CAPE REGION (ER)"
EEC/T21/2025,Hygiene and Pest Control Services at EEC sites
RFQ202526/54,REQUEST FOR SUPPLY AND DELIVERY OF CATERING SERVICES FOR THE MEETING OF THE BOARD OF DIRECTORS OF TRADE & INVESTMENT KWAZULU-NATAL
ERI/2025/TSS/10,The Supply and Delivery of Steel and Welding Supplies
NC065/T09/2025,UPGRADING OF THE NIEUWOUDTVILLE OXIDATION PONDS
COJ0023-25/26,TERMS OF REFERENCE FOR THE APPOINTMENT OF A SUITABLE SERVICE PROVIDER FOR THE PROVISION OF THE HATCHERY MANAGEMENT SHORT COURSE TRAINING FOR THE PERSONNEL (PROGRAMME COORDINATORS) OF THE FOOD RESILIENCE UNIT
RFP: SAAT014/2025,Procurement of two (2) CFM56-5C Engines - Outright Purchase
Bid No. 41/2025,Valuation of Land and Buildings
RFQ 4083/24,"Request for service provider to do an assessment and quoting in Earthing refurbishment, testing and Concrete slab refurbishment, leveling at Lightning Detection Network (LDN) sites."
RFQ 3799b/24,"Supply, delivery, and installation of epoxy coating flooring in the Technicians’ office at Irene Weather Office."
TNPA/2024/08/0003/73199/RFP,REPLACEMENT AND CONSTRUCTION OF THE NEW BULK ELECTRICAL INFRASTRUCTURE AT STURROCK DRY DOCK FOR THE PORT OF CAPE TOWN FOR A PERIOD OF TWO (2) YEARS
Q2025/21,SUPPLY AND DELIVERY OF 5X LAPTOP COMPUTERS
MPCAM11042GXR10,Notification of award: THE ESTABLISHMENT OF CAMDEN POWER STATION RAPID DEPLOYMENT DESALINATION WATER TREATMENT PLANT PROJECT (14 MONTHS) AND THE OPERATION AND MAINTENANCE (18 MONTHS) AT CAMDEN POWER STATION RAPID DEPLOYMENT DESALINATION WATER TREATMENT PLANT FOR THE PERIOD OF 32 MONTHS COMBINED.
E1535GXGPLETR,PROVISION OF THE INDUSTRIAL SPECIALIZED CLEANING SERVICES IN COAL PLANT OVER A PERIOD OF FIVE (5) YEARS AT LETHABO POWER STATION
HGDA 01-2025/26,APPOINTMENT OF A SERVICE PROVIDER FOR THE PROVISION OF PAYROLL SYSTEM WITH SUPPORT AND MAINTENANCE FOR THE HARRY GWALA DEVELOPMENT AGENCY OVER A PERIOD OF 36 MONTHS (3 YEARS)
E1866GXMPARN,Supply and delivery of Packings and Gaskets on as and when required at Arnot Power Station for the period of 5 years
HGDA 03-2025/26,SPECIALISED SECURITY SERVICES FOR 36 MONTHS
10363069/Mat/Comp,SUPPLY AND DELIVERY OF THE AFRO 4000 LOCOMOTIVES COMPONENTS AND MATERIALS IN BLOEMFONTEIN
HGDA 02-2025/26,"SUPPLY, DELIVERY AND INSTALLATION OF CEILING"
VKLM/RW12/MIG/P3/2025/2026/A,DRILLING;REFURBISHMENT OF BOREHOLES IN RURAL AREAS AND PROVISION OF ELEVATED TANK AND CONSTRUCTION OF RAISING MAIN AND ENERGIZING OF BOREHOLES
RFQ 2025.213,Prospective service providers are hereby requested to quote onREPAIRS AND MAINTENANCE for ST ANTHONY’S CLC as per the attached advert.
RFQ 2025.214,Prospective service providers are hereby requested to quote on REPAIRS AND MAINTENANCE for ST ANTHONY’S CLC as per the attached advert.
CSIR RFP 3703/10/10/2025,"Request for Proposals (RFP) The Removal, Supply and Installation of Auditorium seats at the CSIR International Convention Centre at the CSIR Pretoria Campus."
RFQ/PPECB/Legal-Panel/2025/09,Appointment of a Panel of Legal Firms for the Provision of Ad Hoc Legal Services to the PPECB
10363066/7/SAE-20W-40(OILDRUM),"SUPPLY ,DELIVERY AND REFILL OIL DRUMS (210 LITRES, SAE 20W-40) ON 3 AFRO-4000 LOCOMOTIVES (1 IN PORT ELIZABETH AND 2 IN BLOEMFONTEIN)"
E1074DXECCC,Cancellation of supply and delivery of Breakers CCT LV 50A;63A;40A 230V 5KA Pole Top Box.
PB 056,Hire of PC 220 Excavator with JSB8IS hydraulic hammer ( Silenced) attachment for 2 days only ( collection and return will done by department on at maximum radius of 100 KM)
RFQ2025-009-019,REQUEST FOR QUOTE: THE APPOINTMENT OF A SERVICE PROVIDER TO ASSESS AND EVALUATE THE PERFORMANCE & PORTFOLIO OF EVIDENCE FOR THE EXECUTIVE TEAM OF THE NATIONAL LOTTERIES COMMISSION (NLC) FOR TWO (2) FINANCIAL YEARS
5/2/1/1/2025-2026(90),"APPOINTMENT OF A SERVICE PROVIDER TO REVIEW AN UPDATE THE ENVIRONMENTAL POLICY, COMPILE THE 4TH COMPLIANCE REPORT FOR THE 2020-2024 CONSOLIDATED ENVIRONMENTAL IMPLEMENTATION AND MANAGEMENT PLAN (CEIMP) FOR THE DEPARTMENT OF AGRICULTURE, LAND REFORM AND RURAL DEVELOPMENT (DALRRD), COMPILE CEIMP 2025-2029 AND ITS 2025-2026 ANNUAL COMPLIANCE REPORT FOR DEPARTMENT OF LAND REFORM AND RURAL DEVELOPMENT (DLRRD) OVER A PERIOD OF TWELVE (12) MONTHS."
RFQ 2025-009-018,APPOINTMENT OF A SUPPLIER- NLC BRAND AND IDENTITY DOCUMENTS
RFQ/KM/IMPLEMENTATIONOFSTAFFCHANGE/827/2025-2026,"(SACAA) invites suitably qualified and experienced service providers to submit proposals for the design and implementation of a Staff Change Management Programme focused on Service Level Standards, to be delivered over a six (6) month period."
ZNQ 25/26/33/S,Department of Public Works and Infrastructure: No 31 Rubby Gailey Road- Site Clearance on Vacant Land
Tender 37/2025,UPGRADE OF BOTHA PUMP STATION AND THE OUTFALL MAINS TO THE WASTE WATER TREATMENT PLANT
Q41 EDTEA 25/26,"APPOINTMENT OF SERVICE PROVIDER TO PROVIDE CULTURE AND NATURE TRAINING OF TOURIST GUIDES UNDER UGU, ILEMBE AND UMZINYATHI DISTRICT MUNICIPALITY FOR THE PERIOD OF SIX (06) MONTHS."
SLM/SCM/15/2025/2026,HIRING OF 8 MOBILE BUCKET -SYSTEM TOILETS FOR A PERIOD OF 3 MONTHS
Tender 44/2025,UPGRADE OF ROBERTLAAN PUMPSTATION
T15./2025,PANEL OF PROFESSIONAL LEGAL SERVICES FOR A PERIOD OF THREE YEARS
T19/2025,PROVISION OF EMPLOYEE FITNESS AND MEDICAL SURVEILLANCE TESTS FOR A PERIOD OF THREE YEARS
OLT2128064,"DISPOSAL - ESTABLISHMENT OF AN ENABLING AGREEMENT FOR THE DISPOSAL OF MIXED SCRAP FERROUS METALS (STEEL,SUB-GRADE,CT’S,VT’S, STEEL CAGES, PORCELAIN, RUBBER, INSULATORS, ISOLATORS AND LINE HARDWARE) AS AND WHEN AVAILABLE FOR A CONTRACT PERIOD OF 4 MOTNHS (01 OCTOBER 2025 TO 31 JANUARY 2026) FROM ARNOT PS"
RFQ/HRM/25/26/168,Invitation for experienced Bidders: Provision of Comprehensive Remuneration and Service Benefits.
RFQ/25/26/93,REMOVAL OF CRANE FROM TOP OF GQEBERHA POST OFFICE BUILDING 15TH FLOOR]
WCGHSC0112/2025,"FOR THE PROVISION OF THE FOLLOWING SERVICES AT THE WESTERN CAPE COLLEGE OF NURSING BOLAND, WORCESTER CAMPUS, UNDER CONTROL OF WESTERN CAPE GOVERNMENT HEALTH AND WELLNESS FOR A 3-YEAR PERIOD: 1) CATERING, CLEANING, FACILITY MANAGEMENT AND PEST CONTROL AT ERICA RESIDENCE, 84 RIEBEECK STREET, WORCESTER; AND 2) CLEANING AT TUITION SITE, RAINIER STREET, WORCESTER"
SENT/025/2025-26,Appointment of a Service Provider for the Provision of a (three) 3 years Netbrain Licences
E1811DXNWOU,Provision of Meter Reading Services in the North-West Operating Unit (NWOU) on an “as and when” required basis over a period of thirty- six (36) months.
5/2/1/1/2025-2026(92),"APPOINTMENT OF A SERVICE PROVIDER TO RENDER A CASH-IN-TRANSIT SERVICE FOR THE PERIOD OF (36) MONTHS AT 600 LILLIAN NGOYI STREET, BEREA PARK, DEPARTMENT OF LAND REFORM AND RURAL DEVELOPMENT COMMENSING ON THE 27 OCTOBER 2025"
RFQ/KM/QUALIFICATIONASSESSOR/828/2025-2026,To determine the NQF level achieved which relates to all courses completed and combined experience in current position.
ZNQ02008/00000/00/PMR/GEN/25/T,PROVISION OF HEALTH AND SAFETY MANAGEMENT TRAINING
CCMA/2025/04-CS,PANEL APPOINTMENT FOR THE SUPPLY AND DELIVERY OF STATIONERY OF PRINTING PAPERS AND STATIONERY FOR ALL CCMMA OFFICES AS AND WHEN REQUIRED FOR A PERIOD OF THREE (3) YEARS
RFQ/FAC/25/26/040,"Appointment of a qualified and experienced service provider with the necessary knowledge, capacity, and expertise to render risk assessment services."
Q 38 EDTEA 25-26,"APPOINTMENT OF A SUITABLE QUALIFIED AND EXPERIENCED SERVICE PROVIDER TO PROVIDE THE DEPARTMENT OF ECONOMIC DEVELOPMENT , TOURISM AND ENVIRONMENTAL AFFAIRS WITH MEDIA MONITORING SERVICES FOR A PERIOD OF 12 MONTHS."
RFQ/KM/CYBERTRAINING/829/2025-2026,(SACAA) seeks to appoint a suitably qualified service provider to facilitate a Cybersecurity Awareness Workshop for 700 employees.
EPMLM/8/3/522,APPOINTMENT OF A PANEL OF CONTRACTORS FOR WATER RELATED PROJECTS FOR A PERIOD OF 36 MONTHS ON AN AS AND WHEN REQUIRED BASIS
EPMLM/8/3/526,APPOINTMENT OF A PANEL OF AUDIT FIRMS FOR CO-SOURCING OF THE INTERNAL AUDIT PROJECTS FOR A PERIOD OF 36 MONTHS ON AN AS AND WHEN REQUIRED BASIS
FIN-SCM-TEN-0147,Bid for supply and delivery of High Efficiency Gas Adsorber Charcoal Filters and Test Canisters used in the K9 ventilation systems of SAFARI-1 Research Reactor.
10415415-RRR,SUPPLY OF HELICOPTER CHARTER SERVICES AT RAND WATER
SENT-027-2025-26,APPOINTMENT OF A SERVICE PROVIDER TO PROVIDE SENTECH WITH A ONE-STOP CALL CENTRE SOLUTION FOR A PERIOD OF FIVE (5) MONTHS.
DEE/002/2025/26,REQUEST FOR PROPOSAL TO PROVIDE TRAVEL MANAGEMENT SERVICES FOR THE PERIOD OF THIRTY-SIX (36) MONTHS.
OVI01REQ002728,Calibration of CFX Real time system
RFQ/KM/KITCHENEQUIPMENT/830/2025-2026,KITCHEN EQUIPMENT FOR THE CANTEEN AT THE NEW SACAA BUILDING
PR10111725,"The Road Accident Fund (RAF) wishes to appoint a service provider to measure and evaluate indoor air, water quality and lux levels on block A, F and C."
8/2/5/146RE (2025 – 2028),8/2/5/146RE (2025 – 2028) BID TO APPOINT A PANEL OF ATTORNEYS TO PROVIDE MIDVAAL LOCAL MUNICIPALITY WITH PROFESSIONAL LEGAL SERVICES ON AN AS AND WHEN REQUIRED BASIS FROM DATE OF APPOINTMENT UNTIL 30 JUNE 2028
10412099-R,Water Balance Report System & Licenses for 3 years
OLT2128065,DISPOSAL - ESTABLISHMENT OF AN ENABLING AGREEMENT FOR THE DISPOSAL OF SCRAP CONVEYOR BELTS ON AN AS AND WHEN AVAILABLE FOR A CONTRACT PERIOD OF 3 YEARS (01 OCTOBER 2025 TO 30 SEPTEMBER 2028) FROM ARNOT PS
MKRIQ69/2025/26,APPOINTMENT OF SERVICES PROVIDER THAT WILL SUPPLY AND INSTALL MPOFANA DIGITAL CENTER BRANDING
Q25/048A,BLOEMFONTEIN JUDGE PRESIDENT'S HOUSE: SUPREME OF APPEAL: REPAIRS AND REFURBISHMENT (CIVIL ENGINEERING SERVICES)
MKRIQ67/2025/26,APPOINTMENT OF SERVICES PROVIDER THAT WILL SUPPLY AND DELIVER VCARD - QR CODE GENERATOR FOR BUSINESS CARDS
Q25/048B,BLOEMFONTEIN JUDGE PRESIDENTS'S HOUSE: SUPREME COURT OF APPEAL: REPAIRS AND REFURBISHMENT (OCCUPATIONAL HEALTH AND SAFETY CONSULTANT)
10415645-RR,"Scope of work for the interactive visual environment for 35 valves sequences at works area 2, Vereeniging pumping station"
PWR 34/25,Provision of Physical Security Services at the Department of Public Works and Roads Head Office Sites for a period of thirty-six (36) months
RFP120/2025,Appointment of a Service Provider for the Provision of Events Management and Catering Services for Independent Power Producers’ Office (IPP Office) for a period of three (3) years
RFQ/AIR-CON/ PPECB-BOTH/09-25,"Supply, Delivery and Installation of Air-Conditioning for the PPECB Bothaville Office"
RR60946/25-26,"Supply and delivery of material handling system for blasting booth at Armscor Dockyard, Simonstown"
PWR 35/25,Provision of Physical Security at the Department of Public Works and Roads Ngaka Modiri Molema Districts Sites for a period of thirty- six (36) months
RFQ/BLINDS/ PPECB-BOTH/09-25,Supply and Installation of Window Blinds for the PPECB Bothaville Office
RFQ/MK/ESGASSEMNT/COMMS/070/2025-2026) READVERT,"Specifications to appoint a service provider to conduct an ESG (Environmental,Social, and Governance) assessment"
10415747-R,DESIGN & SUPPLY A MODEL OF LETHABO POWER STATION
HOAC HO 54195,"FOR THE SUPPLY, DELIVERY AND INSTALLATION OF A WATER TREATMENT PLANT [REVERSE OSMOSIS] AT LOOP 10 ON THE IRON ORE LINE"
ATNS/FACT/RFP009/2025/2026/LANDSCAPINGANDGARDENING,The appointment of a service provider to provide landscaping and gardening service for ATNS Cape Town International Airport (FACT) for the period of 5 years and ad hoc services on an as and when required basis
PWR 36/25,Provision of Physical Security at the Department of Public Works and Roads Bojanala District Sites for a period of thirty- six (36) months
RFQ 16459,Breathing apparatus cylinder at Chief Dawid Stuurman International Airport
TE/2025/09/0034/105362/RFP-TE25-GMX-8HE-15113,THE LEASING OF MATERIAL HANDLING EQUIPMNET FOR A FULL MAINTENANCE LEASE AT TRANSNET ENGINEERING GERMISTON REGION FOR A PERIOD OF 36 MONTHS
TPT/2025/09/0050/106702/RFQ,GYM EQUIPMENT MAINTENANCE FOR TRANSNET PORT TERMINALS PIER 1 FOR 12 MONTHS
SASSA:03-25-GA- GP,Accreditation of a minimum of five (5) and a maximum of twenty-five (25) merchants to redeem social relief of distress (SRD) food vouchers in the SASSA Gauteng Region for a period of sixty (60) months.
TPT/2025/09/0020/106608/RFQ,FOR THE SERVICING AND DISPOSAL OF SEWERAGE IN SEPTIC TANKS FOR TWELVE (12) MONTHS
RFQ/CEO/Legal/2025/09,Declaration of Interest Verification
GRDM/09/25-26,RENEWAL OF SOPHOS SUBSCRIPTION FOR A PERIOD OF ONE YEAR
